datetime,IF.CFFEX
2026-04-21,222295.96800000066
2026-04-22,222295.96800000066
2026-04-23,222295.96800000066
2026-04-24,222295.96800000066
2026-04-27,222295.96800000066
2026-04-28,222295.96800000066
2026-04-29,222295.96800000066
2026-04-30,222295.96800000066
2026-05-06,222295.96800000066
2026-05-07,225741.168
2026-05-08,179661.168000001
2026-05-11,316101.16800000134
2026-05-12,348333.5880000007
2026-05-13,348333.5880000007
2026-05-14,348333.5880000007
2026-05-15,348333.5880000007
2026-05-18,348333.5880000007
2026-05-19,348333.5880000007
2026-05-20,348333.5880000007
2026-05-21,348333.5880000007
2026-05-22,348333.5880000007
2026-05-25,348333.5880000007
2026-05-26,348333.5880000007
2026-05-27,348333.5880000007
2026-05-28,348333.5880000007
2026-05-29,348333.5880000007
2026-06-01,348333.5880000007
2026-06-02,348333.5880000007
2026-06-03,397494.108000001
2026-06-04,320454.1080000007
2026-06-05,150894.10800000103
2026-06-08,-18665.891999998654
2026-06-18,-18665.891999998654
2026-06-22,-18665.891999998654
2026-06-23,-18665.891999998654
2026-06-24,-18665.891999998654
2026-06-25,-18665.891999998654
2026-06-26,-18665.891999998654
2026-06-29,-18665.891999998654
2026-06-30,-18665.891999998654
