name,total_pnl,total_return,annual_return,max_dd,sharpe,calmar,win_rate,profit_days,loss_days,days
IC-only vol>=15% (full),-8792.2,-0.0008792195999997032,-0.00022848742203734491,-0.03589184082381936,-0.01028853482671748,-0.00636599897895766,0.5537459283387622,170,137,962
