name,total_pnl,total_return,annual_return,max_dd,sharpe,calmar,win_rate,profit_days,loss_days,days
IF-only vol>=15% (full),-18665.89,-0.0018665891999999351,-0.0005033951456310504,-0.04002502869223073,-0.016175652557525656,-0.012577008988597293,0.5217391304347826,96,88,927
