datetime,IC.CFFEX
2026-02-26,-126774.72799999724
2026-02-27,-114534.72799999855
2026-03-02,-108774.72799999724
2026-03-03,-102774.72799999613
2026-03-04,-86454.72799999788
2026-03-05,-57174.72799999722
2026-03-06,-52614.727999997005
2026-03-09,-36534.72799999744
2026-03-10,-73254.72799999677
2026-03-11,-66054.72799999677
2026-03-12,-38037.65599999677
2026-03-13,-38037.65599999677
2026-03-16,-38037.65599999677
2026-03-17,-38037.65599999677
2026-03-18,-38037.65599999677
2026-03-19,-38037.65599999677
2026-03-20,-38037.65599999677
2026-03-23,-38037.65599999677
2026-03-24,-38037.65599999677
2026-03-25,-38037.65599999677
2026-03-26,-38037.65599999677
2026-03-27,-38037.65599999677
2026-03-30,-38037.65599999677
2026-03-31,-38037.65599999677
2026-04-01,-38037.65599999677
2026-04-02,-38037.65599999677
2026-04-03,-38037.65599999677
2026-04-07,-38037.65599999677
2026-04-08,-38037.65599999677
2026-04-09,-38037.65599999677
2026-04-10,-38037.65599999677
2026-04-13,-38037.65599999677
2026-04-14,-38037.65599999677
2026-04-15,-38037.65599999677
2026-04-16,-38037.65599999677
2026-04-17,-38037.65599999677
2026-04-20,-38037.65599999677
2026-04-21,-38037.65599999677
2026-04-22,-38037.65599999677
2026-04-23,-38037.65599999677
2026-04-24,-38037.65599999677
2026-04-27,-38037.65599999677
2026-04-28,-38037.65599999677
2026-04-29,-38037.65599999677
2026-04-30,-38037.65599999677
2026-05-06,-38037.65599999677
2026-05-07,-39334.69599999713
2026-05-08,-39734.695999996766
2026-05-11,-30934.695999995674
2026-05-12,-30734.695999996766
2026-05-13,-29934.69599999566
2026-05-14,-30734.695999996737
2026-05-15,-36334.695999997115
2026-05-18,-22934.69599999566
2026-05-19,-18934.69599999566
2026-05-20,1265.3040000032488
2026-05-21,-10134.695999997304
2026-05-22,-6334.695999995296
2026-05-25,7665.304000002885
2026-05-26,12265.304000003249
2026-05-27,9065.304000002521
2026-05-28,14065.30400000434
2026-05-29,20465.304000003962
2026-06-01,11065.304000004326
2026-06-02,3465.3040000030524
2026-06-03,10265.304000004144
2026-06-04,10265.304000004144
2026-06-05,19665.30400000378
2026-06-08,9465.304000003984
2026-06-09,21865.304000003634
2026-06-10,22465.30400000308
2026-06-11,19665.30400000381
2026-06-12,19465.30400000308
2026-06-15,8065.304000002558
2026-06-16,-8792.195999996351
2026-06-17,-8792.195999996351
2026-06-18,-8792.195999996351
2026-06-22,-8792.195999996351
2026-06-23,-8792.195999996351
2026-06-24,-8792.195999996351
2026-06-25,-8792.195999996351
2026-06-26,-8792.195999996351
2026-06-29,-8792.195999996351
2026-06-30,-8792.195999996351
2026-07-01,-8792.195999996351
2026-07-02,-8792.195999996351
2026-07-03,-8792.195999996351
2026-07-06,-8792.195999996351
2026-07-07,-8792.195999996351
2026-07-08,-8792.195999996351
2026-07-09,-8792.195999996351
2026-07-10,-8792.195999996351
2026-07-13,-8792.195999996351
2026-07-14,-8792.195999996351
