name,total_pnl,total_return,annual_return,max_dd,sharpe,calmar,win_rate,profit_days,loss_days,days,margin_total_return,margin_max_dd
IC-only vol>=15%,186936.67,0.018693666800000005,0.0048529768431983394,-0.01355999999999987,0.4813531505673883,0.3578891477284945,0.5510204081632653,162,132,963,0.1557805566666667,-0.11299999999999892
