name,total_pnl,total_return,annual_return,max_dd,sharpe,calmar,win_rate,profit_days,loss_days,days,margin_total_return,margin_max_dd
IM-only vol>=15%,868233.7,0.08682337040000003,0.022539815784008314,-0.011103828399999953,2.423421485913743,2.02991391545716,0.5813333333333334,218,157,963,0.7235280866666669,-0.09253190333333294
