name,total_pnl,total_return,annual_return,max_dd,sharpe,calmar,win_rate,profit_days,loss_days,days,margin_total_return,margin_max_dd
IF-only vol>=15%,82330.15,0.008233014599999961,0.002137335046728961,-0.01018061580000003,0.36792796065944294,0.2099416271782847,0.4878048780487805,80,84,963,0.06860845499999968,-0.08483846500000025
