variant,product,annual_return,max_dd,sharpe,calmar,exposure
base,IC,0.0024866276260505273,-0.02231998214688597,0.18643461079128892,0.11140813687422485,0.4264705882352941
base,IM,0.024325764390756278,-0.014653194633229658,1.9056336530274904,1.6600997256660832,0.4485294117647059
dec,IC,0.0027675292016807094,-0.02044263780634369,0.2086794603982192,0.13538023947290692,0.4054621848739496
dec,IM,0.022463208193277212,-0.013404863002785483,1.7948798174807368,1.6757506726185443,0.421218487394958
dec_jan_apr,IC,0.0024815304621848213,-0.016676894662743524,0.21649357280635206,0.14880051186799206,0.33403361344537813
dec_jan_apr,IM,0.024642799894958007,-0.009939705930495334,2.178106587581411,2.479228265632398,0.34138655462184875
