datetime,product,vt_symbol,role,near,far,prev_pos,curr_pos,change,direction,price
2022-08-19,IM,IM2209.CFFEX,near,IM2209.CFFEX,IM2212.CFFEX,0,-6,-6,SELL,7186.4
2022-08-19,IM,IM2212.CFFEX,far,IM2209.CFFEX,IM2212.CFFEX,0,6,6,BUY,7036.2
2022-08-22,IM,IM2209.CFFEX,near,IM2209.CFFEX,IM2212.CFFEX,-6,6,12,BUY,7232.4
2022-08-22,IM,IM2212.CFFEX,far,IM2209.CFFEX,IM2212.CFFEX,6,-6,-12,SELL,7079.0
2022-09-13,IM,IM2209.CFFEX,near,IM2209.CFFEX,IM2212.CFFEX,6,0,-6,SELL,6891.4
2022-09-13,IM,IM2212.CFFEX,far,IM2209.CFFEX,IM2212.CFFEX,-6,0,6,BUY,6732.0
2022-09-14,IM,IM2209.CFFEX,near,IM2209.CFFEX,IM2212.CFFEX,0,7,7,BUY,6826.0
2022-09-14,IM,IM2212.CFFEX,far,IM2209.CFFEX,IM2212.CFFEX,0,-7,-7,SELL,6663.0
2022-09-15,IM,IM2209.CFFEX,near,IM2209.CFFEX,IM2212.CFFEX,7,0,-7,SELL,6596.4
2022-09-15,IM,IM2212.CFFEX,far,IM2209.CFFEX,IM2212.CFFEX,-7,0,7,BUY,6410.0
2022-11-16,IM,IM2212.CFFEX,near,IM2212.CFFEX,IM2303.CFFEX,0,7,7,BUY,6684.2
2022-11-16,IM,IM2303.CFFEX,far,IM2212.CFFEX,IM2303.CFFEX,0,-7,-7,SELL,6607.4
2022-12-09,IM,IM2212.CFFEX,near,IM2212.CFFEX,IM2303.CFFEX,7,0,-7,SELL,6684.8
2022-12-09,IM,IM2303.CFFEX,far,IM2212.CFFEX,IM2303.CFFEX,-7,0,7,BUY,6586.8
2023-03-07,IM,IM2303.CFFEX,near,IM2303.CFFEX,IM2306.CFFEX,0,7,7,BUY,6846.8
2023-03-07,IM,IM2306.CFFEX,far,IM2303.CFFEX,IM2306.CFFEX,0,-7,-7,SELL,6746.2
2023-03-08,IM,IM2303.CFFEX,near,IM2303.CFFEX,IM2306.CFFEX,7,0,-7,SELL,6871.0
2023-03-08,IM,IM2306.CFFEX,far,IM2303.CFFEX,IM2306.CFFEX,-7,0,7,BUY,6766.0
2023-05-23,IM,IM2306.CFFEX,near,IM2306.CFFEX,IM2309.CFFEX,0,7,7,BUY,6513.0
2023-05-23,IM,IM2309.CFFEX,far,IM2306.CFFEX,IM2309.CFFEX,0,-7,-7,SELL,6469.4
2023-05-24,IM,IM2306.CFFEX,near,IM2306.CFFEX,IM2309.CFFEX,7,0,-7,SELL,6497.0
2023-05-24,IM,IM2309.CFFEX,far,IM2306.CFFEX,IM2309.CFFEX,-7,0,7,BUY,6450.4
2023-08-29,IM,IM2309.CFFEX,near,IM2309.CFFEX,IM2312.CFFEX,0,8,8,BUY,6099.2
2023-08-29,IM,IM2312.CFFEX,far,IM2309.CFFEX,IM2312.CFFEX,0,-8,-8,SELL,6092.0
2023-09-11,IM,IM2309.CFFEX,near,IM2309.CFFEX,IM2312.CFFEX,8,0,-8,SELL,6165.0
2023-09-11,IM,IM2312.CFFEX,far,IM2309.CFFEX,IM2312.CFFEX,-8,0,8,BUY,6144.6
2023-11-13,IM,IM2312.CFFEX,near,IM2312.CFFEX,IM2403.CFFEX,0,8,8,BUY,6092.2
2023-11-13,IM,IM2403.CFFEX,far,IM2312.CFFEX,IM2403.CFFEX,0,-8,-8,SELL,6039.6
2023-11-20,IM,IM2312.CFFEX,near,IM2312.CFFEX,IM2403.CFFEX,8,0,-8,SELL,6213.8
2023-11-20,IM,IM2403.CFFEX,far,IM2312.CFFEX,IM2403.CFFEX,-8,0,8,BUY,6128.2
2023-11-21,IM,IM2312.CFFEX,near,IM2312.CFFEX,IM2403.CFFEX,0,8,8,BUY,6161.8
2023-11-21,IM,IM2403.CFFEX,far,IM2312.CFFEX,IM2403.CFFEX,0,-8,-8,SELL,6084.0
2023-12-01,IM,IM2312.CFFEX,near,IM2312.CFFEX,IM2403.CFFEX,8,0,-8,SELL,6092.2
2023-12-01,IM,IM2403.CFFEX,far,IM2312.CFFEX,IM2403.CFFEX,-8,0,8,BUY,5997.6
2024-02-05,IM,IM2403.CFFEX,near,IM2403.CFFEX,IM2406.CFFEX,0,12,12,BUY,4044.6
2024-02-05,IM,IM2406.CFFEX,far,IM2403.CFFEX,IM2406.CFFEX,0,-12,-12,SELL,3922.6
2024-02-06,IM,IM2403.CFFEX,near,IM2403.CFFEX,IM2402.CFFEX,12,0,-12,SELL,4568.4
