name,total_pnl,total_return,annual_return,max_dd,sharpe,calmar,win_rate,profit_days,loss_days,days
combined IF25%/IC15%/IM15%,392736.45,0.03927364460000016,0.010206248596673637,-0.002671918526650086,2.118887615436766,3.819820288259203,0.6149584487534626,222,139,962
