datetime,IM2209.CFFEX,IM2212.CFFEX,IM2303.CFFEX,IM2306.CFFEX,IM2309.CFFEX,IM2312.CFFEX,IM2403.CFFEX,IM2406.CFFEX,IM2409.CFFEX,IM2412.CFFEX,IM2503.CFFEX,IM2506.CFFEX,IM2509.CFFEX,IM2512.CFFEX,IM2603.CFFEX,IM2606.CFFEX,IM2609.CFFEX
2022-11-11,6596.4,6410.0,,,,,,,,,,,,,,,
2022-11-14,6596.4,6410.0,,,,,,,,,,,,,,,
2022-11-15,6596.4,6410.0,,,,,,,,,,,,,,,
2022-11-16,6596.4,6684.2,6607.4,,,,,,,,,,,,,,
2022-11-17,6596.4,6684.2,6607.4,,,,,,,,,,,,,,
2022-11-18,6596.4,6684.2,6607.4,,,,,,,,,,,,,,
2022-11-21,6596.4,6684.2,6607.4,,,,,,,,,,,,,,
2022-11-22,6596.4,6684.2,6607.4,,,,,,,,,,,,,,
2022-11-23,6596.4,6684.2,6607.4,,,,,,,,,,,,,,
2022-11-24,6596.4,6684.2,6607.4,,,,,,,,,,,,,,
2022-11-25,6596.4,6684.2,6607.4,,,,,,,,,,,,,,
2022-11-28,6596.4,6684.2,6607.4,,,,,,,,,,,,,,
2022-11-29,6596.4,6684.2,6607.4,,,,,,,,,,,,,,
2022-11-30,6596.4,6684.2,6607.4,,,,,,,,,,,,,,
2022-12-01,6596.4,6684.2,6607.4,,,,,,,,,,,,,,
2022-12-02,6596.4,6684.2,6607.4,,,,,,,,,,,,,,
2022-12-05,6596.4,6684.2,6607.4,,,,,,,,,,,,,,
2022-12-06,6596.4,6684.2,6607.4,,,,,,,,,,,,,,
2022-12-07,6596.4,6684.2,6607.4,,,,,,,,,,,,,,
2022-12-08,6596.4,6684.2,6607.4,,,,,,,,,,,,,,
2022-12-09,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2022-12-12,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2022-12-13,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2022-12-14,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2022-12-15,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2022-12-16,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2022-12-19,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2022-12-20,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2022-12-21,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2022-12-22,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2022-12-23,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2022-12-26,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2022-12-27,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2022-12-28,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2022-12-29,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2022-12-30,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-01-03,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-01-04,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-01-05,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-01-06,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-01-09,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-01-10,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-01-11,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-01-12,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-01-13,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-01-16,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-01-17,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-01-18,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-01-19,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-01-20,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-01-30,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-01-31,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-01,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-02,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-03,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-06,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-07,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-08,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-09,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-10,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-13,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-14,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-15,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-16,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-17,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-20,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-21,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-22,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-23,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-24,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-27,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-02-28,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-03-01,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-03-02,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-03-03,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-03-06,6596.4,6684.8,6586.8,,,,,,,,,,,,,,
2023-03-07,6596.4,6684.8,6846.8,6746.2,,,,,,,,,,,,,
2023-03-08,6596.4,6684.8,6871.0,6766.0,,,,,,,,,,,,,
2023-03-09,6596.4,6684.8,6871.0,6766.0,,,,,,,,,,,,,
2023-03-10,6596.4,6684.8,6871.0,6766.0,,,,,,,,,,,,,
2023-03-13,6596.4,6684.8,6871.0,6766.0,,,,,,,,,,,,,
2023-03-14,6596.4,6684.8,6871.0,6766.0,,,,,,,,,,,,,
2023-03-15,6596.4,6684.8,6871.0,6766.0,,,,,,,,,,,,,
2023-03-16,6596.4,6684.8,6871.0,6766.0,,,,,,,,,,,,,
2023-03-17,6596.4,6684.8,6871.0,6766.0,,,,,,,,,,,,,
2023-03-20,6596.4,6684.8,6871.0,6766.0,,,,,,,,,,,,,
2023-03-21,6596.4,6684.8,6871.0,6766.0,,,,,,,,,,,,,
2023-03-22,6596.4,6684.8,6871.0,6766.0,,,,,,,,,,,,,
2023-03-23,6596.4,6684.8,6871.0,6766.0,,,,,,,,,,,,,
2023-03-24,6596.4,6684.8,6871.0,6766.0,,,,,,,,,,,,,
2023-03-27,6596.4,6684.8,6871.0,6766.0,,,,,,,,,,,,,
