datetime,balance,drawdown,ddpercent,net_pnl,return
2022-07-25,10000000.0,0.0,0.0,0.0,0.0
2022-07-26,10000000.0,0.0,0.0,0.0,0.0
2022-07-27,10000000.0,0.0,0.0,0.0,0.0
2022-07-28,10000000.0,0.0,0.0,0.0,0.0
2022-07-29,10000000.0,0.0,0.0,0.0,0.0
2022-08-01,10000000.0,0.0,0.0,0.0,0.0
2022-08-02,10000000.0,0.0,0.0,0.0,0.0
2022-08-03,10000000.0,0.0,0.0,0.0,0.0
2022-08-04,10000000.0,0.0,0.0,0.0,0.0
2022-08-05,10000000.0,0.0,0.0,0.0,0.0
2022-08-08,9987653.744,-12346.25599999912,-0.001234625599999912,-12346.255999999852,-0.0012346255999998723
2022-08-09,9988453.744,-11546.25599999912,-0.001154625599999912,800.0,8.009889214277699e-05
2022-08-10,9989253.744,-10746.25599999912,-0.001074625599999912,800.0,8.009247682405629e-05
2022-08-11,9989253.744,-10746.25599999912,-0.001074625599999912,0.0,0.0
2022-08-12,9987013.744,-12986.25599999912,-0.001298625599999912,-2240.0000000001455,-0.0002242409750924379
2022-08-15,9987333.744,-12666.25599999912,-0.0012666255999999121,320.00000000043656,3.204161005498918e-05
2022-08-16,9986213.744,-13786.25599999912,-0.001378625599999912,-1120.0000000004366,-0.00011214204198117805
2022-08-17,9985733.743999999,-14266.256000000983,-0.0014266256000000984,-480.00000000029104,-4.8066265384116846e-05
2022-08-18,9990853.744,-9146.25599999912,-0.0009146255999999121,5120.000000000437,0.000512731475849515
2022-08-19,9991493.744,-8506.25599999912,-0.0008506255999999121,640.0000000001455,6.405858962588162e-05
2022-08-22,9986161.564,-13838.436000000685,-0.0013838436000000686,-5332.180000000291,-0.0005336719550270708
2022-08-23,9985041.564000001,-14958.435999998823,-0.0014958435999998822,-1119.999999999709,-0.00011215520526286493
2022-08-24,9983801.564000001,-16198.435999998823,-0.0016198435999998822,-1239.9999999995925,-0.00012418576247796853
2022-08-25,9982281.564000001,-17718.435999998823,-0.0017718435999998822,-1520.0000000000728,-0.00015224661570611975
2022-08-26,9982321.564000001,-17678.435999998823,-0.0017678435999998823,39.99999999978172,4.0070999545172015e-06
2022-08-29,9981361.564000001,-18638.435999998823,-0.0018638435999998823,-960.0000000000364,-9.617001354300658e-05
2022-08-30,9978161.564000001,-21838.435999998823,-0.0021838435999998822,-3200.0,-0.00032059754367996796
2022-08-31,9985961.564000001,-14038.435999998823,-0.0014038435999998823,7800.000000000378,0.0007817071261044806
2022-09-01,9985241.564,-14758.436000000685,-0.0014758436000000686,-720.0000000009823,-7.210121883483023e-05
2022-09-02,9985281.564000001,-14718.435999998823,-0.0014718435999998823,40.000000000873115,4.005912099813713e-06
2022-09-05,9988481.564000001,-11518.435999998823,-0.0011518435999998823,3199.999999999636,0.0003204716841973543
2022-09-06,9988241.564,-11758.436000000685,-0.0011758436000000685,-240.00000000050932,-2.402767612519341e-05
