datetime,product,vt_symbol,role,near,far,prev_lots,curr_lots,change
2026-03-11,IC,IC2606.CFFEX,unknown,IC2603.CFFEX,IC2603.CFFEX,-2.0,0.0,2.0
2026-03-13,IF,IF2603.CFFEX,near,IF2603.CFFEX,IF2603.CFFEX,2.0,0.0,-2.0
2026-03-13,IF,IF2606.CFFEX,unknown,IF2603.CFFEX,IF2603.CFFEX,-2.0,0.0,2.0
2026-03-13,IM,IM2603.CFFEX,near,IM2603.CFFEX,IM2603.CFFEX,2.0,0.0,-2.0
2026-03-13,IM,IM2606.CFFEX,unknown,IM2603.CFFEX,IM2603.CFFEX,-2.0,0.0,2.0
2026-05-06,IC,IC2606.CFFEX,near,IC2606.CFFEX,IC2609.CFFEX,0.0,1.0,1.0
2026-05-06,IC,IC2609.CFFEX,far,IC2606.CFFEX,IC2609.CFFEX,0.0,-1.0,-1.0
2026-05-06,IF,IF2606.CFFEX,near,IF2606.CFFEX,IF2609.CFFEX,0.0,2.0,2.0
2026-05-06,IF,IF2609.CFFEX,far,IF2606.CFFEX,IF2609.CFFEX,0.0,-2.0,-2.0
2026-05-06,IM,IM2606.CFFEX,near,IM2606.CFFEX,IM2609.CFFEX,0.0,1.0,1.0
2026-05-06,IM,IM2609.CFFEX,far,IM2606.CFFEX,IM2609.CFFEX,0.0,-1.0,-1.0
2026-06-11,IF,IF2606.CFFEX,near,IF2606.CFFEX,IF2606.CFFEX,2.0,0.0,-2.0
2026-06-11,IF,IF2609.CFFEX,unknown,IF2606.CFFEX,IF2606.CFFEX,-2.0,0.0,2.0
2026-06-15,IC,IC2606.CFFEX,near,IC2606.CFFEX,IC2606.CFFEX,1.0,0.0,-1.0
2026-06-15,IC,IC2609.CFFEX,unknown,IC2606.CFFEX,IC2606.CFFEX,-1.0,0.0,1.0
2026-06-15,IM,IM2606.CFFEX,near,IM2606.CFFEX,IM2606.CFFEX,1.0,0.0,-1.0
2026-06-15,IM,IM2609.CFFEX,unknown,IM2606.CFFEX,IM2606.CFFEX,-1.0,0.0,1.0
