datetime,balance,drawdown,ddpercent
2024-03-28,9836500.625999998,-173726.5420000013,-0.01735490504704611
2024-03-29,9839464.145999998,-170763.02200000174,-0.017058855821562684
2024-04-01,9834304.145999998,-175923.02200000174,-0.0175743286388525
2024-04-02,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-04-03,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-04-08,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-04-09,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-04-10,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-04-11,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-04-12,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-04-15,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-04-16,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-04-17,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-04-18,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-04-19,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-04-22,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-04-23,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-04-24,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-04-25,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-04-26,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-04-29,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-04-30,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-05-06,9823805.165999997,-186422.0020000022,-0.018623153987548168
2024-05-07,9829754.489999998,-180472.67800000124,-0.018028829413274834
2024-05-08,9836834.489999998,-173392.67800000124,-0.01732155275699346
2024-05-09,9833174.489999998,-177052.67800000124,-0.01768717882507112
2024-05-10,9839054.489999998,-171172.67800000124,-0.01709977956815947
2024-05-13,9841694.489999998,-168532.67800000124,-0.016836049289546077
2024-05-14,9837374.489999998,-172852.67800000124,-0.017267607927277086
2024-05-15,9839654.489999998,-170572.67800000124,-0.01703984086847461
2024-05-16,9839174.489999998,-171052.67800000124,-0.0170877918282225
2024-05-17,9836174.489999998,-174052.67800000124,-0.017387485326646808
2024-05-20,9836954.489999998,-173272.67800000124,-0.017309565017056487
2024-05-21,9835874.489999998,-174352.67800000124,-0.017417454676489242
2024-05-22,9839354.489999998,-170872.67800000124,-0.01706981021831704
2024-05-23,9836414.489999998,-173812.67800000124,-0.017363509846772863
2024-05-24,9837314.489999998,-172912.67800000124,-0.01727360179724557
2024-05-27,9845714.489999998,-164512.67800000124,-0.016434460001657502
2024-05-28,9849014.489999998,-161212.67800000124,-0.01610479715339076
2024-05-29,9854234.489999998,-155992.67800000124,-0.015583330466132458
2024-05-30,9856094.489999998,-154132.67800000124,-0.015397520497109386
2024-05-31,9850634.489999998,-159592.67800000124,-0.015942962664241632
2024-06-03,9862154.489999998,-148072.67800000124,-0.014792139630292278
2024-06-04,9863834.489999998,-146392.67800000124,-0.014624311271174665
2024-06-05,9862094.489999998,-148132.67800000124,-0.014798133500260765
2024-06-06,9854714.489999998,-155512.67800000124,-0.01553537950638457
2024-06-07,9854354.489999998,-155872.67800000124,-0.015571342726195486
2024-06-11,9860174.489999998,-150052.67800000124,-0.014989937339252324
2024-06-12,9864314.489999998,-145912.67800000124,-0.014576360311426775
2024-06-13,9875114.489999998,-135112.67800000124,-0.013497463717099256
2024-06-14,9870434.489999998,-139792.67800000124,-0.013964985574641181
2024-06-17,9865125.065999998,-145102.10200000182,-0.014495385525700571
2024-06-18,9864285.065999998,-145942.10200000182,-0.014579299705259379
2024-06-19,9863879.117999999,-146348.05000000075,-0.014619853030692055
2024-06-20,9863879.117999999,-146348.05000000075,-0.014619853030692055
