datetime,IM.CFFEX,IC.CFFEX,IF.CFFEX
2024-04-17,-14418.308000000821,-113948.2040000003,-47828.32200000077
2024-04-18,-14418.308000000821,-113948.2040000003,-47828.32200000077
2024-04-19,-14418.308000000821,-113948.2040000003,-47828.32200000077
2024-04-22,-14418.308000000821,-113948.2040000003,-47828.32200000077
2024-04-23,-14418.308000000821,-113948.2040000003,-47828.32200000077
2024-04-24,-14418.308000000821,-113948.2040000003,-47828.32200000077
2024-04-25,-14418.308000000821,-113948.2040000003,-47828.32200000077
2024-04-26,-14418.308000000821,-113948.2040000003,-47828.32200000077
2024-04-29,-14418.308000000821,-113948.2040000003,-47828.32200000077
2024-04-30,-14418.308000000821,-113948.2040000003,-47828.32200000077
2024-05-06,-14418.308000000821,-113948.2040000003,-47828.32200000077
2024-05-07,-8358.71600000093,-113765.54000000052,-48121.25400000069
2024-05-08,-6438.716000001039,-110405.5400000003,-46321.25400000069
2024-05-09,-8718.716000000602,-110885.54000000042,-47221.25400000069
2024-05-10,-5718.716000000602,-108725.5400000002,-46501.254000000525
2024-05-13,-3798.7160000007116,-108725.5400000002,-45781.254000000365
2024-05-14,-5238.716000000493,-110525.5400000002,-46861.25400000061
2024-05-15,-1758.7160000009299,-111005.5400000003,-47581.25400000077
2024-05-16,-4278.716000000821,-110405.54000000085,-46141.254000000445
2024-05-17,-4638.7160000010535,-112325.54000000074,-46861.254000000605
2024-05-20,-5118.716000000617,-111605.5400000003,-46321.254000000685
2024-05-21,-3918.716000000617,-112445.54000000008,-47761.254000000605
2024-05-22,-4998.716000000726,-109685.54000000042,-45961.254000000605
2024-05-23,-4278.716000000828,-112805.5400000003,-46501.25400000093
2024-05-24,-3078.716000000828,-111125.54000000074,-48481.25400000077
2024-05-27,-918.7160000006097,-107045.54000000062,-46321.25400000069
2024-05-28,2201.283999999281,-106685.5400000004,-46501.254000000525
2024-05-29,6401.283999999281,-106565.5400000005,-45601.25400000093
2024-05-30,7241.283999999063,-105725.54000000018,-45421.254000000685
2024-05-31,5081.28399999939,-107405.5400000003,-47041.25400000044
2024-06-03,9641.283999999063,-103685.54000000042,-43801.25400000052
2024-06-04,11561.2839999995,-102485.54000000042,-45241.254000000845
2024-06-05,10841.283999999609,-103325.5400000002,-45421.254000000685
2024-06-06,8801.283999999281,-106685.54000000042,-47401.254000000525
2024-06-07,7001.283999999281,-106325.5400000002,-46321.25400000028
2024-06-11,10721.283999999172,-103325.5400000002,-47221.254000000685
2024-06-12,12881.28399999939,-101885.54000000042,-46681.254000000765
2024-06-13,18521.28399999917,-98165.54000000053,-45241.254000000845
2024-06-14,15041.283999999607,-101165.53999999998,-43441.254000000845
2024-06-17,12881.283999999388,-101885.54000000042,-45870.678000000844
2024-06-18,11561.283999999498,-101405.5400000003,-45870.678000000844
2024-06-19,9739.947999999498,-99990.15200000051,-45870.678000000844
2024-06-20,9739.947999999498,-99990.15200000051,-45870.678000000844
2024-06-21,12137.535999998952,-99990.15200000051,-45870.678000000844
2024-06-24,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-06-25,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-06-26,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-06-27,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-06-28,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-01,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-02,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-03,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-04,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-05,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-08,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-09,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-10,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-11,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-12,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-15,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-16,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-17,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-18,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-19,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-22,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-23,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-24,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-25,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-26,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-29,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-30,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-07-31,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-08-01,31879.86399999929,-99990.15200000051,-45870.678000000844
2024-08-02,31879.86399999929,-93840.72800000008,-45870.678000000844
2024-08-05,31879.86399999929,-92520.72800000018,-45870.678000000844
2024-08-06,31879.86399999929,-92520.72800000018,-45870.678000000844
2024-08-07,31879.86399999929,-93720.72800000018,-45870.678000000844
2024-08-08,31879.86399999929,-96600.7280000003,-45870.678000000844
2024-08-09,31879.86399999929,-94200.7280000003,-45870.678000000844
2024-08-12,31879.86399999929,-95400.7280000003,-45870.678000000844
2024-08-13,31879.86399999929,-95280.72800000041,-45870.678000000844
2024-08-14,52926.483999999284,-95880.72799999986,-45870.678000000844
2024-08-15,54606.48399999885,-97200.7280000003,-41962.680000000844
2024-08-16,52806.48399999939,-98280.72800000041,-41782.68000000101
2024-08-19,52926.483999999284,-98040.72800000009,-42142.68000000109
2024-08-20,53526.483999999284,-96840.72800000009,-40882.68000000101
2024-08-21,51726.483999999284,-98640.72800000009,-39802.680000000764
2024-08-22,52446.483999999175,-97200.72800000031,-38722.680000000924
2024-08-23,48966.483999999065,-99240.72800000009,-39082.680000001004
2024-08-26,49086.483999998956,-98640.72800000009,-40162.68000000084
2024-08-27,48726.483999999284,-99720.7280000002,-40522.68000000133
2024-08-28,48966.483999999065,-97800.72800000032,-39262.68000000084
2024-08-29,46686.483999998956,-98640.72800000064,-41782.680000001
2024-08-30,47526.483999999284,-98160.72800000053,-42322.68000000091
2024-09-02,48006.48399999939,-94800.72800000031,-42502.68000000075
2024-09-03,51606.48399999885,-95160.72800000053,-40342.68000000108
2024-09-04,51846.483999999175,-93840.72800000064,-39082.680000001
2024-09-05,50286.483999998956,-94560.72800000053,-39262.68000000084
2024-09-06,52326.483999999284,-92280.72800000041,-35842.680000001084
2024-09-09,51366.483999999065,-92640.72800000009,-35842.680000001084
2024-09-10,52686.4839999995,-91440.72800000009,-34582.680000001004
2024-09-11,54846.483999999175,-88440.72800000064,-34582.680000001004
2024-09-12,55206.48399999885,-89760.72800000053,-34402.68000000076
2024-09-13,52806.48399999939,-91080.72800000041,-34222.680000000924
2024-09-18,58566.483999999065,-91970.91200000008,-35870.74200000117
2024-09-19,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-09-20,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-09-23,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-09-24,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-09-25,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-09-26,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-09-27,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-09-30,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-10-08,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-10-09,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-10-10,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-10-11,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-10-14,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-10-15,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-10-16,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-10-17,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-10-18,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-10-21,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-10-22,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-10-23,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-10-24,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-10-25,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-10-28,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-10-29,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-10-30,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-10-31,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-11-01,57322.61199999917,-91970.91200000008,-35870.74200000117
2024-11-04,60294.963999999316,-94355.80000000016,-30580.85400000095
2024-11-05,63494.96399999895,-92595.79999999994,-36700.85400000111
2024-11-06,63734.9639999991,-94435.80000000009,-38020.854000001
2024-11-07,65174.96399999924,-92595.79999999994,-38980.854000000945
2024-11-08,65254.96399999917,-92515.80000000002,-41140.85400000116
2024-11-11,68534.9639999991,-87635.80000000009,-39460.854000001054
2024-11-12,70694.96399999932,-86435.80000000009,-36580.854000000945
2024-11-13,70054.96399999918,-85555.80000000016,-36460.854000001054
2024-11-14,69494.96399999932,-86755.80000000016,-37180.854000000945
2024-11-15,68534.9639999991,-92595.79999999994,-35740.85400000116
2024-11-18,68054.96399999918,-91555.80000000016,-35740.85400000116
2024-11-19,67254.96399999918,-91475.80000000024,-35740.85400000116
2024-11-20,70774.96399999925,-85795.79999999994,-35020.854000000996
2024-11-21,71654.96399999918,-87955.80000000016,-32860.854000001054
2024-11-22,73574.96399999925,-86995.79999999994,-33580.85400000095
2024-11-25,74774.96399999925,-87475.79999999987,-32980.85400000095
2024-11-26,74614.9639999994,-87555.7999999998,-30580.854000000953
2024-11-27,71174.96399999925,-87555.7999999998,-33580.85400000095
2024-11-28,72694.96399999932,-87955.7999999998,-32500.854000001116
2024-11-29,71174.96399999925,-87555.80000000016,-32380.854000000953
2024-12-02,71254.96399999918,-87075.79999999987,-33340.85400000117
2024-12-03,72134.9639999991,-86675.80000000024,-31180.854000001225
2024-12-04,72374.96399999925,-85955.80000000016,-30580.854000000953
2024-12-05,75094.96399999932,-82595.79999999994,-30100.854000001116
2024-12-06,73814.9639999994,-82755.80000000016,-32740.85400000117
2024-12-09,75014.9639999994,-82595.79999999994,-30220.854000001007
2024-12-10,73254.96399999918,-83875.80000000024,-33220.85400000101
2024-12-11,73334.9639999991,-83715.80000000002,-33460.85400000107
2024-12-12,73654.96399999918,-84515.80000000002,-32740.854000000905
2024-12-13,77494.96399999932,-81635.80000000009,-27940.854000001174
2024-12-16,76934.9639999991,-84595.79999999994,-29620.85400000101
2024-12-17,77014.9639999994,-85155.7999999998,-30329.454000001064
2024-12-18,79486.53999999925,-83703.44800000009,-30329.454000001064
2024-12-19,79486.53999999925,-83703.44800000009,-30329.454000001064
2024-12-20,79486.53999999925,-82174.36800000009,-30329.454000001064
2024-12-23,79486.53999999925,-83770.32799999995,-30329.454000001064
2024-12-24,79486.53999999925,-83770.32799999995,-30329.454000001064
2024-12-25,79486.53999999925,-83770.32799999995,-30329.454000001064
2024-12-26,79486.53999999925,-83770.32799999995,-30329.454000001064
2024-12-27,79486.53999999925,-83770.32799999995,-30329.454000001064
2024-12-30,79486.53999999925,-83770.32799999995,-30329.454000001064
2024-12-31,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-01-02,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-01-03,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-01-06,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-01-07,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-01-08,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-01-09,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-01-10,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-01-13,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-01-14,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-01-15,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-01-16,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-01-17,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-01-20,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-01-21,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-01-22,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-01-23,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-01-24,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-01-27,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-02-05,79486.53999999925,-83770.32799999995,-30329.454000001064
2025-02-06,79486.53999999925,-90130.94400000002,1603.2659999988828
2025-02-07,79486.53999999925,-89810.94399999994,35323.26599999904
2025-02-10,79486.53999999925,-89090.94400000024,36043.265999998934
2025-02-11,79486.53999999925,-88530.94400000002,26563.265999998825
2025-02-12,76442.0039999994,-87730.94400000002,47683.265999998985
2025-02-13,77322.00399999933,-87490.94400000024,42643.26599999893
2025-02-14,79002.00399999926,-87330.94400000002,63283.265999998985
2025-02-17,80682.00399999919,-85810.94400000031,65563.26599999882
2025-02-18,80362.00399999948,-85410.94399999994,47563.265999998825
2025-02-19,81002.00399999926,-85330.94400000038,60283.265999998985
2025-02-20,82042.0039999994,-83890.94400000024,52723.26599999904
2025-02-21,83802.00399999926,-83330.94400000002,85603.26599999888
2025-02-24,86042.0039999994,-82450.94400000009,76963.26599999882
2025-02-25,89482.00399999919,-81090.94400000024,53803.26599999888
2025-02-26,94682.00399999955,-75170.94400000016,70963.26599999882
2025-02-27,96202.00399999926,-75490.94400000024,80803.26599999888
2025-02-28,93802.00399999926,-77010.94400000031,36523.26599999904
2025-03-03,92202.00399999926,-77570.94400000016,28603.26599999888
2025-03-04,94442.0039999994,-75170.94400000016,25963.265999998825
2025-03-05,99002.00399999926,-72130.94400000002,33403.26599999888
2025-03-06,100842.0039999994,-74450.94400000009,69163.26599999882
2025-03-07,104842.0039999994,-73250.94400000009,62923.26599999904
2025-03-10,108282.00399999919,-71490.94400000024,47323.26599999904
2025-03-11,113882.00399999955,-66770.94400000016,54643.265999998934
2025-03-12,117562.00399999948,-64850.94400000009,50563.265999998825
2025-03-13,111722.00399999933,-66850.94400000009,39523.26599999904
2025-03-14,103482.00399999955,-71970.94400000016,104323.26599999904
2025-03-17,107962.00399999911,-70450.94400000009,94243.26599999893
2025-03-18,108682.00399999955,-68930.94400000038,100003.26599999887
2025-03-19,109962.00399999948,-71413.17600000002,95803.32599999892
2025-03-20,116442.0039999994,-71413.17600000002,95803.32599999892
2025-03-21,120169.69999999955,-71413.17600000002,95803.32599999892
2025-03-24,120169.69999999955,-71413.17600000002,95803.32599999892
2025-03-25,120169.69999999955,-71413.17600000002,95803.32599999892
2025-03-26,120169.69999999955,-71413.17600000002,95803.32599999892
2025-03-27,120169.69999999955,-71413.17600000002,95803.32599999892
2025-03-28,120169.69999999955,-71413.17600000002,95803.32599999892
2025-03-31,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-01,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-02,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-03,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-07,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-08,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-09,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-10,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-11,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-14,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-15,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-16,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-17,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-18,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-21,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-22,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-23,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-24,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-25,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-28,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-29,120169.69999999955,-71413.17600000002,95803.32599999892
2025-04-30,120169.69999999955,-71413.17600000002,95803.32599999892
2025-05-06,120169.69999999955,-71413.17600000002,95803.32599999892
2025-05-07,132174.49999999948,-71413.17600000002,95803.32599999892
2025-05-08,135214.49999999962,-71413.17600000002,95803.32599999892
2025-05-09,133934.49999999933,-72739.60799999995,95803.32599999892
2025-05-12,137134.4999999997,-66979.6080000001,95803.32599999892
2025-05-13,137454.49999999977,-67299.6079999998,95803.32599999892
2025-05-14,138094.49999999953,-66419.60799999988,95803.32599999892
2025-05-15,138974.49999999948,-65299.607999999804,95803.32599999892
2025-05-16,141214.49999999962,-65699.6079999998,95803.32599999892
2025-05-19,150254.49999999942,-57219.60799999988,95803.32599999892
2025-05-20,156894.49999999956,-54019.60799999988,95803.32599999892
2025-05-21,156734.4999999997,-54419.60799999988,95803.32599999892
2025-05-22,156414.49999999965,-56899.607999999804,95803.32599999892
2025-05-23,154974.4999999995,-58659.60800000002,95803.32599999892
2025-05-26,161774.4999999995,-54499.607999999804,95803.32599999892
2025-05-27,158974.4999999995,-56499.607999999804,95803.32599999892
2025-05-28,157294.4999999996,-58499.607999999804,95803.32599999892
2025-05-29,158014.49999999965,-62019.60799999988,95803.32599999892
2025-05-30,158174.4999999995,-62019.60799999988,95803.32599999892
2025-06-03,160894.4999999996,-59059.60800000002,95803.32599999892
2025-06-04,162654.49999999945,-56979.60799999973,95803.32599999892
2025-06-05,163934.49999999974,-55139.60799999995,95803.32599999892
2025-06-06,163454.49999999945,-56259.60800000002,95803.32599999892
2025-06-09,161774.49999999953,-59619.60800000024,95803.32599999892
2025-06-10,162974.49999999953,-59219.60799999988,95803.32599999892
2025-06-11,162334.49999999977,-59219.60799999988,95803.32599999892
2025-06-12,163774.49999999953,-57539.60799999995,95803.32599999892
2025-06-13,162894.4999999996,-57539.60799999995,95803.32599999892
2025-06-16,160334.49999999936,-62659.60800000002,95803.32599999892
2025-06-17,160654.49999999942,-63139.60799999995,95803.32599999892
2025-06-18,161374.49999999948,-63272.01599999988,95803.32599999892
2025-06-19,157454.49999999942,-63272.01599999988,95803.32599999892
2025-06-20,157059.7559999997,-63272.01599999988,95803.32599999892
2025-06-23,157059.7559999997,-63272.01599999988,95803.32599999892
2025-06-24,157059.7559999997,-63272.01599999988,95803.32599999892
2025-06-25,157059.7559999997,-63272.01599999988,95803.32599999892
2025-06-26,157059.7559999997,-63272.01599999988,95803.32599999892
2025-06-27,157059.7559999997,-63272.01599999988,95803.32599999892
2025-06-30,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-01,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-02,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-03,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-04,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-07,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-08,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-09,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-10,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-11,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-14,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-15,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-16,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-17,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-18,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-21,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-22,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-23,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-24,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-25,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-28,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-29,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-30,157059.7559999997,-63272.01599999988,95803.32599999892
2025-07-31,157059.7559999997,-63272.01599999988,95803.32599999892
2025-08-01,157059.7559999997,-63272.01599999988,95803.32599999892
2025-08-04,155345.1799999997,-60392.88799999966,95803.32599999892
2025-08-05,156385.17999999947,-58872.887999999584,95803.32599999892
2025-08-06,155025.17999999961,-59432.8879999998,95803.32599999892
2025-08-07,156625.17999999961,-59432.8879999998,95803.32599999892
2025-08-08,157105.17999999953,-57832.8879999998,95803.32599999892
2025-08-11,154865.17999999938,-60552.887999999875,95803.32599999892
2025-08-12,155665.17999999976,-61192.88799999966,95803.32599999892
2025-08-13,151825.17999999961,-62792.88799999966,95803.32599999892
2025-08-14,149585.17999999947,-67352.88799999988,95803.32599999892
2025-08-15,145345.17999999932,-67592.88799999966,95803.32599999892
2025-08-18,142465.1799999994,-73672.88799999995,95803.32599999892
2025-08-19,144625.17999999927,-67432.8879999998,95803.32599999892
2025-08-20,142465.1799999994,-71832.8879999998,95803.32599999892
2025-08-21,142225.17999999964,-71912.8880000001,95803.32599999892
2025-08-22,142305.1799999996,-73592.88800000002,95803.32599999892
2025-08-25,139985.17999999953,-72392.88799999966,95803.32599999892
2025-08-26,144065.17999999947,-71272.88799999995,95803.32599999892
2025-08-27,146545.1799999994,-65992.88799999966,95803.32599999892
2025-08-28,151985.17999999956,-64552.887999999875,95803.32599999892
2025-08-29,155745.17999999976,-60232.8879999998,95803.32599999892
2025-09-01,160145.17999999976,-59752.887999999875,95803.32599999892
2025-09-02,157665.17999999947,-60232.8879999998,95803.32599999892
2025-09-03,161665.17999999982,-55592.88799999966,95803.32599999892
2025-09-04,158465.17999999947,-55272.88799999995,95803.32599999892
2025-09-05,154305.17999999961,-58072.887999999584,95803.32599999892
2025-09-08,157345.17999999976,-57512.88799999973,95803.32599999892
2025-09-09,163665.17999999982,-51672.887999999584,95803.32599999892
2025-09-10,165025.17999999967,-49992.88800000002,95803.32599999892
2025-09-11,161585.17999999953,-60072.887999999584,95803.32599999892
2025-09-12,167585.17999999953,-61752.887999999875,95803.32599999892
2025-09-15,170065.17999999982,-52312.88799999973,95803.32599999892
2025-09-16,167745.17999999976,-55197.327999999805,95803.32599999892
2025-09-17,161317.1399999996,-55197.327999999805,95803.32599999892
2025-09-18,161317.1399999996,-55197.327999999805,95803.32599999892
2025-09-19,161317.1399999996,-55197.327999999805,95803.32599999892
2025-09-22,161317.1399999996,-55197.327999999805,95803.32599999892
2025-09-23,161317.1399999996,-55197.327999999805,95803.32599999892
2025-09-24,161317.1399999996,-55197.327999999805,95803.32599999892
2025-09-25,161317.1399999996,-55197.327999999805,95803.32599999892
2025-09-26,161317.1399999996,-55197.327999999805,95803.32599999892
2025-09-29,161317.1399999996,-55197.327999999805,95803.32599999892
2025-09-30,161317.1399999996,-55197.327999999805,95803.32599999892
2025-10-09,161317.1399999996,-55197.327999999805,95803.32599999892
2025-10-10,161317.1399999996,-55197.327999999805,95803.32599999892
2025-10-13,161317.1399999996,-55197.327999999805,95803.32599999892
2025-10-14,161317.1399999996,-55197.327999999805,95803.32599999892
2025-10-15,161317.1399999996,-55197.327999999805,95803.32599999892
2025-10-16,161317.1399999996,-55197.327999999805,95803.32599999892
2025-10-17,161317.1399999996,-55197.327999999805,95803.32599999892
2025-10-20,161317.1399999996,-55197.327999999805,95803.32599999892
2025-10-21,161317.1399999996,-55197.327999999805,95803.32599999892
2025-10-22,161317.1399999996,-55197.327999999805,95803.32599999892
2025-10-23,161317.1399999996,-55197.327999999805,95803.32599999892
2025-10-24,161317.1399999996,-55197.327999999805,95803.32599999892
2025-10-27,161317.1399999996,-55197.327999999805,95803.32599999892
2025-10-28,161317.1399999996,-55197.327999999805,95803.32599999892
2025-10-29,161317.1399999996,-55197.327999999805,95803.32599999892
2025-10-30,161317.1399999996,-55197.327999999805,95803.32599999892
2025-10-31,161317.1399999996,-55197.327999999805,95803.32599999892
2025-11-03,161317.1399999996,-55197.327999999805,95803.32599999892
2025-11-04,162654.5479999993,-56568.67999999944,98009.18999999859
2025-11-05,165614.54799999954,-55048.67999999973,97889.18999999869
2025-11-06,166094.5479999995,-54888.67999999988,100769.18999999881
2025-11-07,167214.54799999954,-54728.67999999966,101009.18999999859
2025-11-10,167534.5479999996,-53928.67999999966,100289.18999999869
2025-11-11,168174.54799999937,-54568.679999999804,96929.18999999901
2025-11-12,167294.54799999943,-53128.67999999966,97289.18999999869
2025-11-13,171774.54799999937,-49608.679999999586,99809.18999999858
2025-11-14,171614.54799999952,-51288.67999999988,97889.18999999869
2025-11-17,171774.54799999937,-49048.67999999973,98489.18999999869
2025-11-18,172814.54799999952,-49128.67999999966,100289.18999999869
2025-11-19,170574.54799999937,-50488.67999999951,100889.18999999869
2025-11-20,170174.54799999972,-50808.679999999586,100889.18999999869
2025-11-21,164974.54799999937,-56488.67999999988,99689.18999999869
2025-11-24,162494.54799999943,-57928.67999999966,98609.18999999858
2025-11-25,166014.5479999995,-56648.67999999973,98489.18999999869
2025-11-26,165694.54799999943,-56728.68000000002,101009.18999999858
2025-11-27,168494.54799999943,-55288.67999999988,100529.18999999901
2025-11-28,172734.54799999957,-52968.679999999804,101129.18999999901
2025-12-01,171774.54799999937,-52728.67999999966,103409.18999999858
2025-12-02,171454.54799999966,-53288.67999999988,104369.1899999988
2025-12-03,169694.54799999943,-54648.67999999973,102569.1899999988
2025-12-04,169054.54799999928,-53848.67999999973,104129.18999999901
2025-12-05,172094.54799999943,-52328.67999999966,104249.18999999836
2025-12-08,172654.54799999928,-53768.679999999804,103409.18999999858
2025-12-09,173294.54799999943,-51768.679999999804,104729.18999999846
2025-12-10,178174.54799999937,-50968.679999999804,105089.18999999868
2025-12-11,175454.54799999966,-50088.67999999988,106889.18999999868
2025-12-12,175614.54799999952,-52168.679999999804,106889.18999999868
2025-12-15,172814.54799999952,-52248.67999999973,107849.1899999989
2025-12-16,170334.5479999996,-60810.15999999973,108627.10199999879
2025-12-17,169368.3639999996,-60810.15999999973,108627.10199999879
2025-12-18,169368.3639999996,-60810.15999999973,108627.10199999879
2025-12-19,169368.3639999996,-60810.15999999973,108627.10199999879
2025-12-22,169368.3639999996,-60810.15999999973,108627.10199999879
2025-12-23,169368.3639999996,-60810.15999999973,108627.10199999879
2025-12-24,169368.3639999996,-60810.15999999973,108627.10199999879
2025-12-25,169368.3639999996,-60810.15999999973,108627.10199999879
2025-12-26,169368.3639999996,-60810.15999999973,108627.10199999879
2025-12-29,169368.3639999996,-60810.15999999973,108627.10199999879
2025-12-30,169368.3639999996,-60810.15999999973,108627.10199999879
2025-12-31,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-05,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-06,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-07,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-08,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-09,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-12,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-13,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-14,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-15,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-16,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-19,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-20,169368.3639999996,-60810.15999999973,108627.10199999879
