name,total_pnl,total_return,annual_return,max_dd,sharpe,calmar,win_rate,profit_days,loss_days,days
IM no_vol_filter (full),742742.58,0.07427425799999976,0.019302042099792038,-0.024443006812034034,1.219524282904964,0.7896754375688778,0.5529411764705883,282,228,962
