datetime,IM.CFFEX
2024-06-21,165278.67599999465
2024-06-24,224505.6599999956
2024-06-25,224505.6599999956
2024-06-26,224505.6599999956
2024-06-27,224505.6599999956
2024-06-28,224505.6599999956
2024-07-01,224505.6599999956
2024-07-02,224505.6599999956
2024-07-03,224505.6599999956
2024-07-04,224505.6599999956
2024-07-05,224505.6599999956
2024-07-08,224505.6599999956
2024-07-09,224505.6599999956
2024-07-10,224505.6599999956
2024-07-11,224505.6599999956
2024-07-12,224505.6599999956
2024-07-15,224505.6599999956
2024-07-16,224505.6599999956
2024-07-17,224505.6599999956
2024-07-18,224505.6599999956
2024-07-19,224505.6599999956
2024-07-22,224505.6599999956
2024-07-23,224505.6599999956
2024-07-24,224505.6599999956
2024-07-25,224505.6599999956
2024-07-26,224505.6599999956
2024-07-29,224505.6599999956
2024-07-30,224505.6599999956
2024-07-31,224505.6599999956
2024-08-01,224505.6599999956
2024-08-02,224505.6599999956
2024-08-05,224505.6599999956
2024-08-06,224505.6599999956
2024-08-07,224505.6599999956
2024-08-08,224505.6599999956
2024-08-09,224505.6599999956
2024-08-12,224505.6599999956
2024-08-13,224505.6599999956
2024-08-14,294661.05999999563
2024-08-15,300261.0599999942
2024-08-16,294261.059999996
2024-08-19,294661.05999999563
2024-08-20,296661.05999999563
2024-08-21,290661.05999999563
2024-08-22,293061.0599999953
2024-08-23,281461.05999999493
2024-08-26,281861.0599999946
2024-08-27,280661.0599999957
2024-08-28,281461.05999999493
2024-08-29,273861.0599999946
2024-08-30,276661.05999999563
2024-09-02,278261.059999996
2024-09-03,290261.0599999942
2024-09-04,291061.0599999953
2024-09-05,285861.0599999946
2024-09-06,292661.0599999957
2024-09-09,289461.05999999493
2024-09-10,293861.0599999964
2024-09-11,301061.0599999953
2024-09-12,302261.0599999942
2024-09-13,294261.059999996
2024-09-18,313461.0599999949
2024-09-19,309314.81999999523
2024-09-20,309314.81999999523
2024-09-23,309314.81999999523
2024-09-24,309314.81999999523
2024-09-25,309314.81999999523
2024-09-26,309314.81999999523
2024-09-27,309314.81999999523
2024-09-30,309314.81999999523
2024-10-08,309314.81999999523
2024-10-09,309314.81999999523
2024-10-10,309314.81999999523
2024-10-11,309314.81999999523
2024-10-14,309314.81999999523
2024-10-15,309314.81999999523
2024-10-16,309314.81999999523
2024-10-17,309314.81999999523
2024-10-18,309314.81999999523
2024-10-21,309314.81999999523
2024-10-22,309314.81999999523
2024-10-23,309314.81999999523
2024-10-24,309314.81999999523
2024-10-25,309314.81999999523
2024-10-28,309314.81999999523
2024-10-29,309314.81999999523
2024-10-30,309314.81999999523
2024-10-31,309314.81999999523
2024-11-01,309314.81999999523
2024-11-04,321204.2279999958
2024-11-05,334004.22799999436
2024-11-06,334964.22799999494
2024-11-07,340724.2279999955
2024-11-08,341044.22799999523
2024-11-11,354164.22799999494
2024-11-12,362804.2279999958
2024-11-13,360244.22799999523
2024-11-14,358004.2279999958
2024-11-15,354164.22799999494
2024-11-18,352244.22799999523
2024-11-19,349044.22799999523
2024-11-20,363124.2279999955
2024-11-21,366644.22799999523
2024-11-22,374324.2279999955
2024-11-25,379124.2279999955
2024-11-26,378484.2279999961
2024-11-27,364724.2279999955
2024-11-28,370804.2279999958
2024-11-29,364724.2279999955
2024-12-02,365044.22799999523
2024-12-03,368564.22799999494
2024-12-04,369524.2279999955
2024-12-05,380404.2279999958
2024-12-06,375284.2279999961
2024-12-09,380084.2279999961
2024-12-10,373044.22799999523
2024-12-11,373364.22799999494
2024-12-12,374644.22799999523
2024-12-13,390004.2279999958
2024-12-16,387764.22799999494
2024-12-17,388084.2279999961
2024-12-18,397970.5319999955
2024-12-19,397970.5319999955
2024-12-20,397970.5319999955
2024-12-23,397970.5319999955
2024-12-24,397970.5319999955
2024-12-25,397970.5319999955
2024-12-26,397970.5319999955
2024-12-27,397970.5319999955
2024-12-30,397970.5319999955
2024-12-31,397970.5319999955
2025-01-02,397970.5319999955
2025-01-03,397970.5319999955
2025-01-06,397970.5319999955
2025-01-07,397970.5319999955
2025-01-08,397970.5319999955
2025-01-09,397970.5319999955
2025-01-10,397970.5319999955
2025-01-13,397970.5319999955
2025-01-14,397970.5319999955
2025-01-15,397970.5319999955
2025-01-16,397970.5319999955
2025-01-17,397970.5319999955
2025-01-20,397970.5319999955
2025-01-21,397970.5319999955
2025-01-22,397970.5319999955
2025-01-23,397970.5319999955
2025-01-24,397970.5319999955
2025-01-27,397970.5319999955
2025-02-05,397970.5319999955
2025-02-06,397970.5319999955
2025-02-07,397970.5319999955
2025-02-10,397970.5319999955
2025-02-11,397970.5319999955
2025-02-12,385792.3879999961
2025-02-13,389312.3879999958
2025-02-14,396032.3879999955
2025-02-17,402752.3879999952
2025-02-18,401472.38799999637
2025-02-19,404032.3879999955
2025-02-20,408192.3879999961
2025-02-21,415232.3879999955
2025-02-24,424192.3879999961
2025-02-25,437952.3879999952
2025-02-26,458752.38799999666
2025-02-27,464832.3879999955
2025-02-28,455232.3879999955
2025-03-03,448832.3879999955
2025-03-04,457792.3879999961
2025-03-05,476032.3879999955
2025-03-06,483392.3879999961
2025-03-07,499392.3879999961
2025-03-10,513152.3879999952
2025-03-11,535552.3879999967
2025-03-12,550272.3879999963
2025-03-13,526912.3879999957
2025-03-14,493952.3879999966
2025-03-17,511872.38799999485
2025-03-18,514752.3879999966
2025-03-19,519872.3879999963
2025-03-20,545792.3879999961
2025-03-21,560703.1719999966
2025-03-24,560703.1719999966
2025-03-25,560703.1719999966
2025-03-26,560703.1719999966
2025-03-27,560703.1719999966
2025-03-28,560703.1719999966
2025-03-31,560703.1719999966
2025-04-01,560703.1719999966
2025-04-02,560703.1719999966
2025-04-03,560703.1719999966
2025-04-07,560703.1719999966
2025-04-08,560703.1719999966
2025-04-09,560703.1719999966
2025-04-10,560703.1719999966
2025-04-11,560703.1719999966
2025-04-14,560703.1719999966
2025-04-15,560703.1719999966
2025-04-16,560703.1719999966
2025-04-17,560703.1719999966
2025-04-18,560703.1719999966
2025-04-21,560703.1719999966
2025-04-22,560703.1719999966
2025-04-23,560703.1719999966
2025-04-24,560703.1719999966
2025-04-25,560703.1719999966
2025-04-28,560703.1719999966
2025-04-29,560703.1719999966
2025-04-30,560703.1719999966
2025-05-06,560703.1719999966
2025-05-07,608722.3719999964
2025-05-08,620882.371999997
2025-05-09,615762.3719999958
2025-05-12,628562.3719999972
2025-05-13,629842.3719999974
2025-05-14,632402.3719999965
2025-05-15,635922.3719999962
2025-05-16,644882.3719999968
2025-05-19,681042.371999996
2025-05-20,707602.3719999966
2025-05-21,706962.3719999972
2025-05-22,705682.371999997
2025-05-23,696776.675999996
2025-05-26,696776.675999996
2025-05-27,696776.675999996
2025-05-28,696776.675999996
2025-05-29,696776.675999996
2025-05-30,686896.483999996
2025-06-03,697776.4839999962
2025-06-04,704816.4839999956
2025-06-05,709936.4839999968
2025-06-06,708016.4839999956
2025-06-09,701296.483999996
2025-06-10,706096.483999996
2025-06-11,703536.4839999969
2025-06-12,709296.483999996
2025-06-13,701296.8679999957
2025-06-16,701296.8679999957
2025-06-17,701296.8679999957
2025-06-18,701296.8679999957
2025-06-19,701296.8679999957
2025-06-20,701296.8679999957
2025-06-23,701296.8679999957
2025-06-24,701296.8679999957
2025-06-25,701296.8679999957
2025-06-26,701296.8679999957
2025-06-27,701296.8679999957
2025-06-30,701296.8679999957
2025-07-01,701296.8679999957
2025-07-02,701296.8679999957
2025-07-03,701296.8679999957
2025-07-04,701296.8679999957
2025-07-07,701296.8679999957
2025-07-08,701296.8679999957
2025-07-09,701296.8679999957
2025-07-10,701296.8679999957
2025-07-11,701296.8679999957
2025-07-14,701296.8679999957
2025-07-15,701296.8679999957
2025-07-16,701296.8679999957
2025-07-17,701296.8679999957
2025-07-18,701296.8679999957
2025-07-21,701296.8679999957
2025-07-22,701296.8679999957
2025-07-23,701296.8679999957
2025-07-24,701296.8679999957
2025-07-25,701296.8679999957
2025-07-28,701296.8679999957
2025-07-29,701296.8679999957
2025-07-30,701296.8679999957
2025-07-31,701296.8679999957
2025-08-01,701296.8679999957
2025-08-04,701296.8679999957
2025-08-05,701296.8679999957
2025-08-06,701296.8679999957
2025-08-07,701296.8679999957
2025-08-08,701296.8679999957
2025-08-11,701296.8679999957
2025-08-12,701296.8679999957
2025-08-13,701296.8679999957
2025-08-14,701296.8679999957
2025-08-15,670822.5079999949
2025-08-18,660742.5079999951
2025-08-19,668302.5079999947
2025-08-20,660742.5079999953
2025-08-21,659902.507999996
2025-08-22,660182.5079999957
2025-08-25,652062.5079999955
2025-08-26,666342.5079999953
2025-08-27,675022.507999995
2025-08-28,694062.5079999955
2025-08-29,707222.5079999963
2025-09-01,722622.5079999963
2025-09-02,713942.5079999953
2025-09-03,727942.5079999965
2025-09-04,716742.5079999953
2025-09-05,702182.5079999957
2025-09-08,712822.5079999962
2025-09-09,734942.5079999964
2025-09-10,739702.507999996
2025-09-11,727662.5079999955
2025-09-12,748662.5079999955
2025-09-15,757342.5079999965
2025-09-16,749222.5079999963
2025-09-17,726724.3679999958
2025-09-18,726724.3679999958
2025-09-19,726724.3679999958
2025-09-22,726724.3679999958
2025-09-23,726724.3679999958
2025-09-24,726724.3679999958
2025-09-25,726724.3679999958
2025-09-26,726724.3679999958
2025-09-29,726724.3679999958
2025-09-30,726724.3679999958
2025-10-09,726724.3679999958
2025-10-10,726724.3679999958
2025-10-13,726724.3679999958
2025-10-14,726724.3679999958
2025-10-15,726724.3679999958
2025-10-16,726724.3679999958
2025-10-17,726724.3679999958
2025-10-20,726724.3679999958
2025-10-21,726724.3679999958
2025-10-22,726724.3679999958
2025-10-23,726724.3679999958
2025-10-24,726724.3679999958
2025-10-27,726724.3679999958
2025-10-28,726724.3679999958
2025-10-29,726724.3679999958
2025-10-30,726724.3679999958
2025-10-31,726724.3679999958
2025-11-03,726724.3679999958
2025-11-04,730736.5919999949
2025-11-05,739616.5919999956
2025-11-06,741056.5919999954
2025-11-07,744416.5919999956
2025-11-10,745376.5919999959
2025-11-11,747296.5919999952
2025-11-12,744656.5919999954
2025-11-13,758096.5919999952
2025-11-14,757616.5919999956
2025-11-17,758096.5919999952
2025-11-18,761216.5919999956
2025-11-19,771478.3919999957
2025-11-20,771478.3919999957
2025-11-21,771478.3919999957
2025-11-24,780730.8239999957
2025-11-25,793050.823999996
2025-11-26,791930.8239999957
2025-11-27,801730.8239999957
2025-11-28,816570.8239999963
2025-12-01,813210.8239999955
2025-12-02,812090.8239999965
2025-12-03,805930.8239999957
2025-12-04,803690.8239999952
2025-12-05,814330.8239999957
2025-12-08,816290.8239999952
2025-12-09,818530.8239999957
2025-12-10,835610.8239999955
2025-12-11,826090.8239999965
2025-12-12,826650.8239999961
2025-12-15,816850.8239999961
2025-12-16,808170.8239999963
2025-12-17,804789.1799999963
2025-12-18,804789.1799999963
2025-12-19,804789.1799999963
2025-12-22,804789.1799999963
