name,total_pnl,total_return,annual_return,max_dd,sharpe,calmar,win_rate,profit_days,loss_days,days
IM vol15 (full),921754.05,0.09217540519999945,0.023954107380457237,-0.0241555630020084,1.5872782402673262,0.9916600734359033,0.5984848484848485,237,159,962
